roll_no,gender,race_ethnicity,total_score,grade,academic_strength,lunch,test_preparation_course
std-6124,female,group A,264.0,B,66.0,0.0,1.0
std-6125,female,group B,311.0,B,77.75,1.0,0.0
std-6126,female,group C,260.0,B,65.0,1.0,0.0
std-6127,female,group A,298.0,B,74.5,1.0,0.0
std-6128,female,group D,338.0,A,84.5,1.0,1.0
std-6131,female,group A,259.0,B,64.75,0.0,0.0
std-6133,female,group C,283.0,B,70.75,1.0,0.0
std-6134,female,group C,266.0,B,66.5,1.0,1.0
std-6135,female,group B,250.0,B,62.5,1.0,0.0
std-6136,female,group D,323.0,A,80.75,1.0,0.0
std-6137,female,group C,294.0,B,73.5,0.0,1.0
std-6138,female,group A,274.0,B,68.5,0.0,1.0
std-6139,female,group D,356.0,A,89.0,0.0,1.0
std-6140,female,group A,279.0,B,69.75,1.0,0.0
std-6142,female,group B,293.0,B,73.25,0.0,0.0
std-6143,female,group C,319.0,B,79.75,1.0,1.0
std-6144,female,group B,285.0,B,71.25,0.0,0.0
std-6145,female,group E,285.0,B,71.25,0.0,1.0
std-6146,female,group D,314.0,B,78.5,0.0,1.0
std-6147,female,group D,261.0,B,65.25,0.0,1.0
std-6148,female,group A,306.0,B,76.5,0.0,0.0
std-6151,female,group D,336.0,A,84.0,1.0,1.0
std-6152,female,group C,261.0,B,65.25,1.0,0.0
std-6153,female,group E,331.0,A,82.75,1.0,0.0
std-6154,female,group B,322.0,A,80.5,0.0,0.0
std-6156,female,group C,329.0,A,82.25,0.0,1.0
std-6157,female,group E,314.0,B,78.5,0.0,0.0
std-6158,female,group A,324.0,A,81.0,0.0,0.0
std-6159,female,group C,,A,83.25,0.0,1.0
std-6160,female,group E,255.0,B,63.75,0.0,1.0
std-6161,female,group A,279.0,B,69.75,0.0,1.0
std-6162,female,group A,257.0,B,,1.0,0.0
std-6163,female,group E,288.0,B,,0.0,0.0
std-6165,female,group E,270.0,B,67.5,0.0,0.0
std-6166,female,group A,303.0,B,75.75,,0.0
std-6167,female,group D,303.0,B,75.75,1.0,0.0
std-6168,female,,260.0,B,65.0,0.0,0.0
std-6169,,group C,289.0,B,72.25,0.0,1.0
std-6170,female,group A,250.0,B,62.5,1.0,1.0
std-6171,female,group A,255.0,B,63.75,1.0,0.0
std-6173,female,group C,300.0,B,75.0,0.0,0.0
std-6174,female,group C,294.0,B,73.5,1.0,1.0
std-6175,female,group C,305.0,B,76.25,1.0,0.0
std-6176,female,group C,333.0,A,83.25,0.0,0.0
std-6177,female,group C,324.0,A,81.0,1.0,1.0
std-6178,female,group C,265.0,B,66.25,1.0,1.0
std-6179,female,group E,296.0,B,74.0,1.0,1.0
std-6180,female,group B,312.0,B,78.0,1.0,0.0
std-6181,female,group C,295.0,B,73.75,0.0,0.0
std-6182,female,group E,250.0,B,62.5,1.0,1.0
std-6183,female,group C,304.0,B,76.0,1.0,0.0
std-6184,female,group C,320.0,A,80.0,1.0,0.0
std-6185,female,group B,273.0,B,68.25,1.0,1.0
std-6186,female,group D,282.0,B,70.5,1.0,0.0
std-6187,female,group B,290.0,B,72.5,1.0,1.0
std-6188,female,group A,279.0,B,69.75,0.0,1.0
std-6192,female,group E,283.0,B,70.75,1.0,1.0
std-6193,female,group E,256.0,B,64.0,1.0,0.0
std-6195,female,group A,265.0,B,66.25,0.0,1.0
std-6196,female,group A,299.0,B,74.75,1.0,0.0
std-6197,female,group D,266.0,B,66.5,0.0,0.0
std-6198,female,group D,311.0,B,77.75,1.0,1.0
std-6199,female,group B,307.0,B,76.75,1.0,0.0
std-6200,female,group E,333.0,A,83.25,1.0,0.0
std-6201,female,group D,330.0,A,82.5,0.0,0.0
std-6202,female,group A,258.0,B,64.5,1.0,0.0
std-6203,female,group B,294.0,B,73.5,1.0,0.0
std-6204,female,group C,335.0,A,83.75,0.0,1.0
std-6205,female,group A,259.0,B,64.75,0.0,0.0
std-6206,female,group C,300.0,B,75.0,1.0,0.0
std-6207,female,group E,300.0,B,75.0,1.0,1.0
std-6208,female,group C,257.0,B,64.25,0.0,1.0
std-6209,female,group A,320.0,A,80.0,1.0,0.0
std-6210,female,group A,311.0,B,77.75,0.0,0.0
std-6211,female,group D,290.0,B,72.5,1.0,0.0
std-6214,female,group C,311.0,B,77.75,0.0,0.0
std-6215,female,group E,259.0,B,64.75,0.0,0.0
std-6216,female,group B,251.0,B,62.75,1.0,1.0
std-6217,female,group D,301.0,B,75.25,1.0,1.0
std-6218,female,group E,282.0,B,70.5,1.0,0.0
std-6219,female,group E,316.0,B,79.0,1.0,0.0
std-6224,female,group A,292.0,B,73.0,0.0,1.0
std-6226,female,group D,267.0,B,66.75,1.0,0.0
std-6227,female,group A,256.0,B,64.0,0.0,0.0
std-6228,female,group B,333.0,A,83.25,1.0,1.0
std-6229,female,group C,279.0,B,69.75,1.0,1.0
std-6230,female,group D,273.0,B,68.25,0.0,0.0
std-6231,female,group E,277.0,B,69.25,1.0,0.0
std-6232,female,group D,275.0,B,68.75,1.0,1.0
std-6233,female,,288.0,B,72.0,1.0,0.0
std-6235,female,group A,288.0,B,72.0,,0.0
std-6238,female,group C,253.0,B,,1.0,1.0
std-6239,female,group C,285.0,B,71.25,1.0,0.0
std-6241,female,group A,,B,63.0,1.0,0.0
std-6242,female,group C,309.0,B,77.25,1.0,0.0
std-6244,female,group E,302.0,B,75.5,0.0,0.0
std-6245,female,group C,274.0,B,68.5,0.0,1.0
std-6246,female,group C,334.0,A,83.5,1.0,0.0
std-6248,female,group C,338.0,A,84.5,1.0,0.0
std-6249,female,group C,292.0,B,73.0,1.0,0.0
std-6251,female,group E,292.0,B,73.0,1.0,0.0
std-6252,female,group A,264.0,B,66.0,1.0,0.0
std-6253,female,group E,332.0,A,83.0,1.0,1.0
std-6254,female,group D,330.0,A,82.5,0.0,1.0
std-6255,female,group C,265.0,B,66.25,0.0,1.0
std-6256,female,group A,289.0,B,72.25,1.0,1.0
std-6257,female,group C,280.0,B,70.0,0.0,1.0
std-6258,female,group C,288.0,B,72.0,1.0,0.0
std-6259,female,group D,266.0,B,66.5,1.0,1.0
std-6261,female,group D,315.0,B,78.75,1.0,1.0
std-6262,female,group D,275.0,B,68.75,1.0,0.0
std-6263,female,group C,290.0,B,72.5,1.0,1.0
std-6264,female,group D,282.0,B,70.5,0.0,1.0
std-6265,female,group A,267.0,B,66.75,1.0,0.0
std-6266,female,group B,320.0,A,80.0,0.0,1.0
std-6267,female,group B,315.0,B,78.75,1.0,1.0
std-6268,female,group B,283.0,B,70.75,1.0,0.0
std-6269,female,group B,294.0,B,73.5,0.0,0.0
std-6270,female,group B,308.0,B,77.0,1.0,1.0
std-6271,female,group B,302.0,B,75.5,0.0,0.0
std-6272,female,group C,301.0,B,75.25,1.0,0.0
std-6273,female,group E,301.0,B,75.25,1.0,1.0
std-6274,female,group C,341.0,A,85.25,1.0,0.0
std-6275,female,group E,340.0,A,85.0,1.0,0.0
std-6277,female,group E,304.0,B,76.0,1.0,0.0
std-6278,female,group D,277.0,B,69.25,1.0,0.0
std-6279,female,group E,329.0,A,82.25,1.0,1.0
std-6281,female,group E,261.0,B,65.25,0.0,1.0
std-6283,female,group C,252.0,B,63.0,1.0,1.0
std-6287,female,group B,307.0,B,76.75,1.0,0.0
std-6288,female,group C,261.0,B,65.25,1.0,1.0
std-6289,female,group A,281.0,B,70.25,0.0,1.0
std-6290,female,group C,348.0,A,87.0,1.0,0.0
std-6291,female,group C,269.0,B,67.25,1.0,1.0
std-6292,female,group C,320.0,A,80.0,0.0,0.0
std-6293,female,group E,263.0,B,65.75,0.0,0.0
std-6294,female,group B,259.0,B,64.75,0.0,1.0
std-6295,female,group D,254.0,B,63.5,1.0,0.0
std-6297,female,group E,277.0,B,69.25,0.0,0.0
std-6298,female,group C,281.0,B,70.25,1.0,0.0
std-6299,female,group C,311.0,B,77.75,1.0,0.0
std-6300,female,group E,281.0,B,70.25,0.0,0.0
std-6301,female,group E,282.0,B,70.5,0.0,1.0
std-6303,female,group C,277.0,B,69.25,1.0,0.0
std-6304,female,group C,279.0,B,69.75,1.0,0.0
std-6305,female,group E,277.0,B,69.25,0.0,1.0
std-6306,female,group D,297.0,B,74.25,0.0,1.0
std-6307,female,group C,312.0,B,78.0,1.0,0.0
std-6308,female,group A,295.0,B,73.75,0.0,0.0
std-6309,female,group D,321.0,A,80.25,0.0,0.0
std-6311,female,group C,256.0,B,64.0,1.0,0.0
std-6312,female,group A,336.0,A,84.0,0.0,0.0
std-6313,female,group E,290.0,B,72.5,1.0,1.0
std-6315,female,group E,295.0,B,73.75,1.0,1.0
std-6316,female,group D,300.0,B,75.0,0.0,1.0
std-6317,female,group B,314.0,B,78.5,1.0,0.0
std-6318,female,group C,265.0,B,66.25,1.0,1.0
std-6319,female,group C,297.0,B,74.25,1.0,1.0
std-6322,female,group B,270.0,B,67.5,0.0,1.0
std-6323,female,group D,265.0,B,66.25,1.0,1.0
std-6324,female,group B,298.0,B,74.5,1.0,0.0
std-6325,female,group B,322.0,A,80.5,1.0,1.0
std-6326,female,group D,328.0,A,82.0,1.0,1.0
std-6327,female,group C,294.0,B,73.5,0.0,0.0
std-6329,female,group C,300.0,B,75.0,1.0,1.0
std-6330,female,group B,275.0,B,68.75,1.0,1.0
std-6331,female,group B,321.0,A,80.25,1.0,0.0
std-6332,female,group D,328.0,A,82.0,1.0,1.0
std-6333,female,group C,255.0,B,63.75,0.0,0.0
std-6334,female,group B,315.0,B,78.75,1.0,0.0
std-6335,female,group A,270.0,B,67.5,1.0,0.0
std-6336,female,group B,313.0,B,78.25,1.0,0.0
std-6339,female,group A,310.0,B,77.5,0.0,1.0
std-6340,female,group B,277.0,B,69.25,1.0,0.0
std-6342,female,group C,270.0,B,67.5,1.0,0.0
std-6343,female,group B,292.0,B,73.0,1.0,1.0
std-6344,female,group A,289.0,B,72.25,0.0,1.0
std-6345,female,group A,275.0,B,68.75,1.0,1.0
std-6346,female,group C,345.0,A,86.25,1.0,0.0
std-6347,female,group D,282.0,B,70.5,1.0,0.0
std-6348,female,group A,277.0,B,69.25,1.0,0.0
std-6350,female,group B,336.0,A,84.0,0.0,1.0
std-6352,female,group B,264.0,B,66.0,1.0,1.0
std-6353,female,group E,250.0,B,62.5,1.0,0.0
std-6354,female,group D,268.0,B,67.0,1.0,1.0
std-6355,female,group B,290.0,B,72.5,1.0,0.0
std-6356,female,group D,334.0,A,83.5,1.0,0.0
std-6357,female,group C,266.0,B,66.5,1.0,0.0
std-6358,female,group B,279.0,B,69.75,1.0,1.0
std-6359,female,group C,298.0,B,74.5,1.0,0.0
std-6360,female,group C,264.0,B,66.0,1.0,1.0
std-6361,female,group B,290.0,B,72.5,1.0,0.0
std-6362,female,group C,312.0,B,78.0,0.0,0.0
std-6363,female,group B,297.0,B,74.25,1.0,1.0
std-6364,female,group A,293.0,B,73.25,1.0,0.0
std-6365,female,group D,323.0,A,80.75,0.0,0.0
std-6366,female,group D,270.0,B,67.5,1.0,1.0
std-6367,female,group A,287.0,B,71.75,1.0,1.0
std-6368,female,group A,278.0,B,69.5,0.0,0.0
std-6370,female,group B,301.0,B,75.25,1.0,0.0
std-6371,female,group C,287.0,B,71.75,0.0,0.0
std-6372,female,group E,359.0,A,89.75,1.0,0.0
std-6373,female,group C,290.0,B,72.5,1.0,0.0
std-6374,female,group B,256.0,B,64.0,1.0,1.0
std-6375,female,group C,310.0,B,77.5,0.0,0.0
std-6378,female,group C,337.0,A,84.25,0.0,0.0
std-6379,female,group C,275.0,B,68.75,0.0,1.0
std-6380,female,group A,296.0,B,74.0,1.0,0.0
std-6381,female,group D,273.0,B,68.25,1.0,0.0
std-6383,female,group B,324.0,A,81.0,1.0,0.0
std-6384,female,group E,345.0,A,86.25,0.0,0.0
std-6385,female,group A,311.0,B,77.75,0.0,1.0
std-6386,female,group C,321.0,A,80.25,1.0,0.0
std-6387,female,group E,252.0,B,63.0,0.0,0.0
std-6388,female,group A,316.0,B,79.0,0.0,1.0
std-6389,female,group B,310.0,B,77.5,1.0,0.0
std-6390,female,group E,276.0,B,69.0,1.0,0.0
std-6391,female,group E,285.0,B,71.25,1.0,0.0
std-6392,female,group C,297.0,B,74.25,1.0,1.0
std-6394,female,group E,307.0,B,76.75,1.0,1.0
std-6396,female,group D,299.0,B,74.75,1.0,1.0
std-6398,female,group D,280.0,B,70.0,0.0,0.0
std-6399,female,group D,290.0,B,72.5,1.0,1.0
std-6401,female,group C,326.0,A,81.5,1.0,0.0
std-6402,female,group C,329.0,A,82.25,0.0,0.0
std-6403,female,group C,257.0,B,64.25,0.0,1.0
std-6404,female,group A,292.0,B,73.0,0.0,0.0
std-6406,female,group B,259.0,B,64.75,0.0,0.0
std-6407,female,group A,281.0,B,70.25,1.0,0.0
std-6409,female,group D,291.0,B,72.75,1.0,0.0
std-6410,female,group C,301.0,B,75.25,0.0,1.0
std-6411,female,group C,319.0,B,79.75,1.0,0.0
std-6412,female,group E,269.0,B,67.25,0.0,1.0
std-6413,female,group B,329.0,A,82.25,0.0,0.0
std-6414,female,group B,264.0,B,66.0,0.0,0.0
std-6416,female,group E,290.0,B,72.5,1.0,1.0
std-6417,female,group C,319.0,B,79.75,1.0,0.0
std-6419,female,group D,300.0,B,75.0,1.0,1.0
std-6420,female,group A,267.0,B,66.75,1.0,1.0
std-6421,female,group D,264.0,B,66.0,0.0,0.0
std-6422,female,group D,282.0,B,70.5,0.0,0.0
std-6423,female,group C,296.0,B,74.0,1.0,0.0
std-6424,female,group B,287.0,B,71.75,0.0,0.0
std-6426,female,group D,291.0,B,72.75,1.0,0.0
std-6427,female,group E,275.0,B,68.75,0.0,1.0
std-6428,female,group B,259.0,B,64.75,0.0,0.0
std-6429,female,group C,269.0,B,67.25,1.0,0.0
std-6432,female,group C,342.0,A,85.5,1.0,0.0
std-6433,female,group D,270.0,B,67.5,1.0,1.0
std-6436,female,group D,271.0,B,67.75,0.0,0.0
std-6437,female,group C,272.0,B,68.0,0.0,0.0
std-6438,female,group B,274.0,B,68.5,1.0,1.0
std-6439,female,group B,328.0,A,82.0,1.0,1.0
std-6440,female,group E,277.0,B,69.25,1.0,0.0
std-6442,female,group E,279.0,B,69.75,1.0,1.0
std-6443,female,group C,282.0,B,70.5,0.0,1.0
std-6444,female,group D,303.0,B,75.75,0.0,0.0
std-6446,female,group D,291.0,B,72.75,0.0,0.0
std-6447,female,group D,323.0,A,80.75,1.0,0.0
std-6448,female,group C,265.0,B,66.25,1.0,0.0
std-6449,female,group D,265.0,B,66.25,1.0,0.0
std-6450,female,group C,280.0,B,70.0,1.0,0.0
std-6451,female,group C,272.0,B,68.0,1.0,1.0
std-6454,female,group E,290.0,B,72.5,1.0,0.0
std-6455,female,group C,341.0,A,85.25,1.0,1.0
std-6456,female,group A,257.0,B,64.25,0.0,0.0
std-6457,female,group E,341.0,A,85.25,1.0,0.0
std-6458,female,group D,314.0,B,78.5,1.0,1.0
std-6460,female,group D,312.0,B,78.0,0.0,1.0
std-6462,female,group A,265.0,B,66.25,0.0,0.0
std-6463,female,group B,291.0,B,72.75,1.0,1.0
std-6464,female,group A,274.0,B,68.5,1.0,1.0
std-6465,female,group C,329.0,A,82.25,1.0,1.0
std-6466,female,group B,332.0,A,83.0,1.0,0.0
std-6467,female,group B,262.0,B,65.5,1.0,1.0
std-6468,female,group C,297.0,B,74.25,0.0,1.0
std-6469,female,group C,269.0,B,67.25,1.0,1.0
std-6470,female,group D,257.0,B,64.25,0.0,1.0
std-6471,female,group D,311.0,B,77.75,1.0,0.0
std-6472,female,group C,299.0,B,74.75,1.0,0.0
std-6473,female,group D,270.0,B,67.5,0.0,0.0
std-6474,female,group C,330.0,A,82.5,0.0,0.0
std-6475,female,group C,326.0,A,81.5,1.0,0.0
std-6476,female,group C,335.0,A,83.75,1.0,1.0
std-6477,female,group B,288.0,B,72.0,0.0,1.0
std-6478,female,group B,302.0,B,75.5,0.0,1.0
std-6480,female,group D,332.0,A,83.0,1.0,1.0
std-6481,female,group D,299.0,B,74.75,0.0,0.0
std-6482,female,group D,274.0,B,68.5,1.0,0.0
std-6483,female,group B,256.0,B,64.0,1.0,0.0
std-6484,female,group E,265.0,B,66.25,1.0,0.0
std-6487,female,group A,293.0,B,73.25,0.0,0.0
std-6489,female,group A,287.0,B,71.75,0.0,0.0
std-6491,female,group B,262.0,B,65.5,1.0,0.0
std-6493,female,group B,312.0,B,78.0,0.0,0.0
std-6494,female,group B,263.0,B,65.75,1.0,0.0
std-6495,female,group A,278.0,B,69.5,0.0,0.0
std-6496,female,group A,251.0,B,62.75,1.0,0.0
std-6497,female,group B,322.0,A,80.5,1.0,1.0
std-6498,female,group C,286.0,B,71.5,0.0,1.0
std-6500,female,group B,309.0,B,77.25,0.0,0.0
std-6501,female,group E,321.0,A,80.25,0.0,0.0
std-6503,female,group C,293.0,B,73.25,1.0,1.0
std-6504,female,group E,315.0,B,78.75,1.0,0.0
std-6506,female,group D,274.0,B,68.5,1.0,0.0
std-6507,female,group C,256.0,B,64.0,1.0,0.0
std-6508,female,group C,280.0,B,70.0,1.0,0.0
std-6510,female,group D,291.0,B,72.75,1.0,1.0
std-6511,female,group C,314.0,B,78.5,0.0,1.0
std-6512,female,group D,311.0,B,77.75,1.0,0.0
std-6513,female,group E,333.0,A,83.25,1.0,1.0
std-6514,female,group D,286.0,B,71.5,0.0,0.0
std-6515,female,group C,254.0,B,63.5,1.0,0.0
std-6516,female,group B,310.0,B,77.5,1.0,1.0
std-6517,female,group E,265.0,B,66.25,1.0,1.0
std-6518,female,group E,264.0,B,66.0,0.0,0.0
std-6519,female,group B,347.0,A,86.75,1.0,0.0
std-6520,female,group C,305.0,B,76.25,1.0,0.0
std-6521,female,group D,329.0,A,82.25,1.0,1.0
std-6522,female,group C,281.0,B,70.25,1.0,1.0
std-6524,female,group B,319.0,B,79.75,1.0,1.0
std-6525,female,group E,307.0,B,76.75,1.0,1.0
std-6526,female,group D,283.0,B,70.75,1.0,0.0
std-6527,female,group C,260.0,B,65.0,0.0,0.0
std-6528,female,group D,257.0,B,64.25,0.0,0.0
std-6529,female,group D,274.0,B,68.5,1.0,1.0
std-6530,female,group C,305.0,B,76.25,1.0,0.0
std-6531,female,group E,339.0,A,84.75,1.0,1.0
std-6533,female,group D,291.0,B,72.75,1.0,0.0
std-6534,female,group B,277.0,B,69.25,1.0,1.0
std-6536,female,group D,301.0,B,75.25,1.0,1.0
std-6538,female,group B,307.0,B,76.75,1.0,0.0
std-6539,female,group E,271.0,B,67.75,1.0,1.0
std-6540,female,group C,310.0,B,77.5,1.0,0.0
std-6541,female,group D,344.0,A,86.0,1.0,0.0
std-6542,female,group C,310.0,B,77.5,1.0,1.0
std-6543,female,group E,303.0,B,75.75,0.0,0.0
std-6545,female,group E,291.0,B,72.75,1.0,0.0
std-6546,female,group B,263.0,B,65.75,1.0,0.0
std-6549,female,group D,347.0,A,86.75,1.0,0.0
std-6550,female,group C,302.0,B,75.5,1.0,0.0
std-6551,female,group D,285.0,B,71.25,1.0,1.0
std-6552,female,group C,261.0,B,65.25,0.0,0.0
std-6554,female,group C,301.0,B,75.25,1.0,1.0
std-6555,female,group C,279.0,B,69.75,1.0,0.0
std-6557,female,group D,254.0,B,63.5,1.0,0.0
std-6558,female,group E,268.0,B,67.0,0.0,0.0
std-6559,female,group C,266.0,B,66.5,1.0,0.0
std-6561,female,group D,327.0,A,81.75,1.0,0.0
std-6562,female,group D,344.0,A,86.0,1.0,0.0
std-6564,female,group D,251.0,B,62.75,1.0,1.0
std-6565,female,group B,272.0,B,68.0,0.0,0.0
std-6566,female,group D,275.0,B,68.75,1.0,0.0
std-6567,female,group E,290.0,B,72.5,1.0,1.0
std-6569,female,group C,261.0,B,65.25,1.0,1.0
std-6570,female,group B,294.0,B,73.5,0.0,0.0
std-6571,female,group D,299.0,B,74.75,0.0,0.0
std-6572,female,group D,328.0,A,82.0,1.0,1.0
std-6576,female,group C,260.0,B,65.0,1.0,0.0
std-6577,female,group C,259.0,B,64.75,1.0,1.0
std-6578,female,group E,279.0,B,69.75,1.0,0.0
std-6579,female,group C,322.0,A,80.5,1.0,1.0
std-6580,female,group E,277.0,B,69.25,1.0,1.0
std-6581,female,group B,283.0,B,70.75,0.0,0.0
std-6583,female,group C,256.0,B,64.0,1.0,0.0
std-6584,female,group E,274.0,B,68.5,1.0,1.0
std-6585,female,group E,282.0,B,70.5,0.0,0.0
std-6586,female,group E,264.0,B,66.0,1.0,0.0
std-6589,female,group C,253.0,B,63.25,1.0,1.0
std-6590,female,group B,330.0,A,82.5,1.0,1.0
std-6591,female,group E,330.0,A,82.5,1.0,0.0
std-6592,female,group C,269.0,B,67.25,0.0,1.0
std-6593,female,group C,252.0,B,63.0,1.0,1.0
std-6594,female,group D,344.0,A,86.0,1.0,0.0
std-6596,female,group B,302.0,B,75.5,1.0,0.0
std-6597,female,group D,293.0,B,73.25,1.0,1.0
std-6598,female,group B,250.0,B,62.5,1.0,0.0
std-6599,female,group C,276.0,B,69.0,1.0,0.0
std-6600,female,group C,264.0,B,66.0,0.0,1.0
std-6601,female,group E,293.0,B,73.25,1.0,0.0
std-6602,female,group A,326.0,A,81.5,0.0,0.0
std-6603,female,group C,278.0,B,69.5,1.0,0.0
std-6606,female,group A,261.0,B,65.25,0.0,0.0
std-6608,female,group C,254.0,B,63.5,0.0,1.0
std-6609,female,group D,295.0,B,73.75,1.0,0.0
std-6610,female,group E,307.0,B,76.75,0.0,0.0
std-6611,female,group E,285.0,B,71.25,0.0,1.0
std-6613,female,group D,290.0,B,72.5,0.0,1.0
std-6614,female,group C,304.0,B,76.0,1.0,1.0
std-6615,female,group E,280.0,B,70.0,0.0,0.0
std-6616,female,group A,268.0,B,67.0,0.0,1.0
std-6617,female,group D,250.0,B,62.5,0.0,0.0
std-6618,female,group C,275.0,B,68.75,1.0,0.0
std-6619,female,group C,302.0,B,75.5,1.0,1.0
std-6620,female,group D,284.0,B,71.0,1.0,0.0
std-6621,female,group C,308.0,B,77.0,0.0,1.0
std-6622,female,group A,260.0,B,65.0,1.0,0.0
std-6625,female,group A,278.0,B,69.5,0.0,0.0
std-6626,female,group C,311.0,B,77.75,1.0,1.0
std-6627,female,group A,256.0,B,64.0,0.0,1.0
std-6628,female,group B,273.0,B,68.25,1.0,1.0
std-6629,female,group E,296.0,B,74.0,0.0,1.0
std-6630,female,group C,272.0,B,68.0,1.0,0.0
std-6631,female,group E,312.0,B,78.0,1.0,0.0
std-6634,female,group C,300.0,B,75.0,1.0,0.0
std-6635,female,group D,275.0,B,68.75,1.0,0.0
std-6637,female,group D,368.0,A,92.0,1.0,1.0
std-6638,female,group A,271.0,B,67.75,1.0,1.0
std-6639,female,group C,253.0,B,63.25,0.0,0.0
std-6640,female,group C,283.0,B,70.75,0.0,1.0
std-6641,female,group C,253.0,B,63.25,0.0,0.0
std-6642,female,group A,276.0,B,69.0,1.0,0.0
std-6643,female,group D,373.0,A,93.25,1.0,0.0
std-6644,female,group D,283.0,B,70.75,1.0,1.0
std-6645,female,group C,292.0,B,73.0,1.0,1.0
std-6646,female,group D,278.0,B,69.5,0.0,0.0
std-6648,female,group E,298.0,B,74.5,1.0,1.0
std-6650,female,group D,260.0,B,65.0,0.0,1.0
std-6651,female,group D,285.0,B,71.25,0.0,1.0
std-6652,female,group D,288.0,B,72.0,0.0,0.0
std-6653,female,group A,281.0,B,70.25,0.0,0.0
std-6654,female,group E,276.0,B,69.0,1.0,0.0
std-6655,female,group B,325.0,A,81.25,0.0,0.0
std-6656,female,group C,260.0,B,65.0,0.0,1.0
std-6658,female,group D,307.0,B,76.75,1.0,0.0
std-6660,female,group D,291.0,B,72.75,1.0,0.0
std-6662,female,group E,282.0,B,70.5,1.0,1.0
std-6663,female,group D,286.0,B,71.5,1.0,1.0
std-6664,female,group D,302.0,B,75.5,0.0,0.0
std-6665,female,group C,252.0,B,63.0,1.0,1.0
std-6666,female,group A,293.0,B,73.25,1.0,0.0
std-6667,female,group D,293.0,B,73.25,0.0,0.0
std-6668,female,group A,314.0,B,78.5,1.0,1.0
std-6669,female,group B,303.0,B,75.75,0.0,0.0
std-6670,female,group E,270.0,B,67.5,0.0,0.0
std-6671,female,group E,314.0,B,78.5,0.0,0.0
std-6672,female,group B,252.0,B,63.0,0.0,0.0
std-6673,female,group A,282.0,B,70.5,1.0,1.0
std-6674,female,group C,256.0,B,64.0,1.0,0.0
std-6675,female,group B,295.0,B,73.75,1.0,0.0
std-6676,female,group D,320.0,A,80.0,1.0,1.0
std-6678,female,group B,253.0,B,63.25,1.0,1.0
std-6680,female,group C,336.0,A,84.0,1.0,1.0
std-6681,female,group C,263.0,B,65.75,0.0,0.0
std-6682,female,group C,330.0,A,82.5,0.0,0.0
std-6683,female,group C,290.0,B,72.5,0.0,0.0
std-6684,female,group C,252.0,B,63.0,0.0,1.0
std-6685,female,group A,270.0,B,67.5,1.0,0.0
std-6686,female,group A,302.0,B,75.5,1.0,1.0
std-6687,female,group C,314.0,B,78.5,1.0,0.0
std-6690,female,group D,296.0,B,74.0,0.0,1.0
std-6691,female,group D,290.0,B,72.5,0.0,0.0
std-6692,female,group B,284.0,B,71.0,0.0,0.0
std-6693,female,group D,332.0,A,83.0,1.0,0.0
std-6694,female,group D,253.0,B,63.25,0.0,0.0
std-6695,female,group E,269.0,B,67.25,1.0,1.0
std-6696,female,group B,301.0,B,75.25,1.0,1.0
std-6697,female,group D,303.0,B,75.75,0.0,0.0
std-6699,female,group B,293.0,B,73.25,1.0,0.0
std-6700,female,group D,287.0,B,71.75,1.0,1.0
std-6701,female,group A,260.0,B,65.0,1.0,1.0
std-6702,female,group E,320.0,A,80.0,1.0,0.0
std-6704,female,group D,284.0,B,71.0,1.0,1.0
std-6705,female,group C,358.0,A,89.5,1.0,0.0
std-6706,female,group A,297.0,B,74.25,0.0,1.0
std-6707,female,group C,273.0,B,68.25,1.0,0.0
std-6708,female,group C,259.0,B,64.75,0.0,1.0
std-6709,female,group D,270.0,B,67.5,0.0,0.0
std-6712,female,group D,295.0,B,73.75,1.0,1.0
std-6713,female,group E,328.0,A,82.0,1.0,0.0
std-6714,female,group D,270.0,B,67.5,1.0,1.0
std-6715,female,group C,316.0,B,79.0,1.0,1.0
std-6716,female,group C,274.0,B,68.5,0.0,1.0
std-6717,female,group E,285.0,B,71.25,1.0,0.0
std-6718,female,group D,354.0,A,88.5,1.0,0.0
std-6719,female,group D,320.0,A,80.0,1.0,0.0
std-6720,female,group A,279.0,B,69.75,1.0,1.0
std-6722,female,group C,256.0,B,64.0,0.0,0.0
std-6724,female,group E,253.0,B,63.25,1.0,0.0
std-6725,female,group B,259.0,B,64.75,1.0,0.0
std-6726,female,group D,262.0,B,65.5,1.0,0.0
std-6727,female,group E,317.0,B,79.25,1.0,1.0
std-6728,female,group A,276.0,B,69.0,1.0,0.0
std-6729,female,group C,302.0,B,75.5,1.0,0.0
std-6730,female,group D,327.0,A,81.75,1.0,1.0
std-6733,female,group A,289.0,B,72.25,1.0,0.0
std-6735,female,group D,336.0,A,84.0,1.0,1.0
std-6736,female,group E,257.0,B,64.25,0.0,1.0
std-6737,female,group C,251.0,B,62.75,1.0,0.0
std-6738,female,group C,252.0,B,63.0,1.0,1.0
std-6740,female,group B,319.0,B,79.75,1.0,1.0
std-6741,female,group B,284.0,B,71.0,0.0,0.0
std-6743,female,group C,280.0,B,70.0,1.0,1.0
