roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,academic_strength,is_at_risk,performance_balance,socioeconomic_proxy,parental_education_level,gender_binary,high_achiever,science_strong,is_outlier
std-4896,male,group D,associate's degree,0.0,0.0,15.0,49.0,52.0,81.0,197.0,D,49.25,1,27.010800309012197,0.0,4.0,0,0,1,False
std-4897,male,group A,some high school,0.0,1.0,90.0,60.0,63.0,42.0,255.0,B,63.75,0,19.80530232033836,0.5,1.0,0,1,0,False
std-4898,male,group D,some college,1.0,1.0,29.0,96.0,97.0,87.0,309.0,B,77.25,0,32.4794807019242,1.0,3.0,0,1,1,False
std-4899,male,group D,some high school,1.0,1.0,41.0,94.0,60.0,13.0,208.0,C,52.0,0,34.009802508492555,1.0,1.0,0,0,0,False
std-4900,male,group B,master's degree,0.0,1.0,57.0,100.0,95.0,83.0,335.0,A,83.75,0,19.207203509794617,0.5,6.0,0,1,0,False
std-4901,male,group C,some high school,1.0,1.0,30.0,84.0,77.0,57.0,248.0,C,62.0,0,24.20743687382041,1.0,1.0,0,0,0,False
std-4902,male,group C,associate's degree,1.0,0.0,86.0,80.0,66.0,58.0,290.0,B,72.5,0,12.793227374930325,0.5,4.0,0,1,0,False
std-4903,male,group E,some college,1.0,1.0,62.0,75.0,100.0,67.0,304.0,B,76.0,0,16.87206764645835,1.0,3.0,0,1,0,False
std-4904,male,group E,some college,0.0,0.0,49.0,50.0,51.0,77.0,227.0,C,56.75,0,13.524668819112232,0.0,3.0,0,0,1,False
std-4905,male,group B,some college,0.0,1.0,52.0,84.0,74.0,53.0,263.0,B,65.75,0,15.840349322747484,0.5,3.0,0,1,0,False
std-4906,male,group D,master's degree,0.0,0.0,56.0,49.0,67.0,82.0,254.0,B,63.5,0,14.38749456993816,0.0,6.0,0,1,1,False
std-4907,male,group D,some college,1.0,1.0,55.0,80.0,100.0,36.0,271.0,B,67.75,0,28.052034982629454,1.0,3.0,0,1,0,False
std-4908,male,group D,associate's degree,1.0,0.0,56.0,58.0,88.0,54.0,256.0,B,64.0,0,16.08311744241976,0.5,4.0,0,1,0,False
std-4909,male,group B,some college,0.0,1.0,98.0,43.0,38.0,57.0,236.0,C,59.0,0,27.215191835933595,0.5,3.0,0,0,0,False
std-4910,male,group B,some high school,0.0,0.0,57.0,56.0,69.0,44.0,226.0,C,56.5,0,10.214368964029708,0.0,1.0,0,0,0,False
std-4911,male,group D,master's degree,1.0,0.0,24.0,80.0,62.0,70.0,236.0,C,59.0,0,24.467665738003422,0.5,6.0,0,0,1,False
std-4912,male,group D,master's degree,1.0,0.0,40.0,52.0,63.0,30.0,185.0,D,46.25,1,14.338177476002079,0.5,6.0,0,0,0,False
std-4913,male,group B,some college,0.0,1.0,79.0,94.0,63.0,84.0,320.0,A,80.0,0,12.935738607954837,0.5,3.0,0,1,1,False
std-4914,male,group B,some high school,1.0,0.0,37.0,85.0,73.0,61.0,256.0,B,64.0,0,20.493901531919196,0.5,1.0,0,1,0,False
std-4915,male,group C,bachelor's degree,0.0,0.0,53.0,69.0,32.0,78.0,232.0,C,58.0,0,20.182500670960803,0.0,5.0,0,0,1,False
std-4916,male,group C,associate's degree,1.0,0.0,100.0,83.0,70.0,91.0,344.0,A,86.0,0,12.727922061357855,0.5,4.0,0,1,1,False
std-4917,male,group D,some college,1.0,1.0,73.0,88.0,46.0,67.0,274.0,B,68.5,0,17.406895185529212,1.0,3.0,0,1,0,False
std-4918,male,group B,some college,1.0,0.0,36.0,91.0,10.0,53.0,190.0,D,47.5,1,33.96566894183989,0.5,3.0,0,0,1,True
std-4919,male,group C,some college,1.0,0.0,51.0,68.0,98.0,45.0,262.0,B,65.5,0,23.75570107012911,0.5,3.0,0,1,0,False
std-4920,male,group D,bachelor's degree,0.0,0.0,37.0,58.0,61.0,55.0,211.0,C,52.75,0,10.781929326423912,0.0,5.0,0,0,1,False
std-4921,male,group B,some college,0.0,1.0,93.0,82.0,94.0,97.0,366.0,A,91.5,0,6.557438524302,0.5,3.0,0,1,1,False
std-4922,male,group C,some high school,1.0,0.0,40.0,46.0,53.0,100.0,239.0,C,59.75,0,27.35415873317986,0.5,1.0,0,0,1,False
std-4923,male,group D,associate's degree,1.0,0.0,19.0,43.0,94.0,47.0,203.0,C,50.75,0,31.372758884101984,0.5,4.0,0,0,0,False
std-4924,male,group C,associate's degree,0.0,1.0,29.0,100.0,67.0,70.0,266.0,B,66.5,0,29.103264421710495,0.5,4.0,0,1,1,False
std-4925,male,group C,master's degree,0.0,0.0,48.0,95.0,82.0,46.0,271.0,B,67.75,0,24.55436145915154,0.0,6.0,0,1,0,False
std-4926,male,group E,master's degree,0.0,1.0,73.0,27.0,97.0,100.0,297.0,B,74.25,0,33.737960815674676,0.5,6.0,0,1,1,False
std-4927,male,group A,associate's degree,0.0,0.0,46.0,69.0,64.0,100.0,279.0,B,69.75,0,22.45551157288562,0.0,4.0,0,1,1,False
std-4928,male,group A,bachelor's degree,0.0,1.0,58.0,61.0,74.0,73.0,266.0,B,66.5,0,8.18535277187245,0.5,5.0,0,1,1,False
std-4929,male,group B,associate's degree,1.0,0.0,55.0,73.0,78.0,78.0,284.0,B,71.0,0,10.923979738782625,0.5,4.0,0,1,1,False
std-4930,male,group D,some high school,1.0,1.0,59.0,84.0,77.0,86.0,306.0,B,76.5,0,12.288205727444508,1.0,1.0,0,1,1,False
std-4931,male,group C,associate's degree,1.0,0.0,21.0,91.0,93.0,83.0,288.0,B,72.0,0,34.27341049073854,0.5,4.0,0,1,1,False
std-4932,male,group C,some high school,0.0,0.0,94.0,62.0,100.0,16.0,272.0,B,68.0,0,38.47076812334269,0.0,1.0,0,1,0,False
std-4933,male,group A,some high school,0.0,0.0,21.0,73.0,50.0,80.0,224.0,C,56.0,0,26.620793877468543,0.0,1.0,0,0,1,False
std-4934,male,group D,high school,1.0,1.0,76.0,73.0,34.0,84.0,267.0,B,66.75,0,22.321514285549714,1.0,2.0,0,1,1,False
std-4935,male,group C,some high school,1.0,0.0,69.0,53.0,69.0,80.0,271.0,B,67.75,0,11.116804097101529,0.5,1.0,0,1,1,False
std-4936,male,group A,high school,1.0,0.0,29.0,80.0,82.0,67.0,258.0,B,64.5,0,24.583192089989726,0.5,2.0,0,1,1,False
std-4937,male,group A,high school,0.0,1.0,45.0,67.0,38.0,37.0,187.0,D,46.75,1,13.961255912942311,0.5,2.0,0,0,0,False
std-4938,male,group D,some college,1.0,0.0,34.0,100.0,98.0,85.0,317.0,B,79.25,0,30.890937182286976,0.5,3.0,0,1,1,False
std-4939,male,group B,some college,1.0,0.0,12.0,100.0,49.0,92.0,253.0,B,63.25,0,40.85237651185873,0.5,3.0,0,1,1,False
std-4940,male,group B,some high school,0.0,0.0,80.0,67.0,50.0,48.0,245.0,C,61.25,0,15.129992289048486,0.0,1.0,0,0,0,False
std-4941,male,group B,associate's degree,1.0,0.0,78.0,57.0,41.0,84.0,260.0,B,65.0,0,19.748417658131498,0.5,4.0,0,1,1,False
std-4942,male,group D,bachelor's degree,1.0,1.0,52.0,71.0,76.0,63.0,262.0,B,65.5,0,10.472185381603339,1.0,5.0,0,1,0,False
std-4943,male,group B,associate's degree,1.0,0.0,29.0,100.0,73.0,84.0,286.0,B,71.5,0,30.424770609926817,0.5,4.0,0,1,1,False
std-4944,male,group E,high school,1.0,0.0,35.0,92.0,52.0,37.0,216.0,C,54.0,0,26.444911293731604,0.5,2.0,0,0,0,False
std-4945,male,group B,high school,0.0,1.0,77.0,100.0,62.0,44.0,283.0,B,70.75,0,23.71181140275875,0.5,2.0,0,1,0,False
std-4946,male,group C,associate's degree,0.0,1.0,49.0,73.0,78.0,73.0,273.0,B,68.25,0,13.047988350699889,0.5,4.0,0,1,1,False
std-4947,male,group E,associate's degree,0.0,0.0,35.0,68.0,60.0,28.0,191.0,D,47.75,1,19.259196937221102,0.0,4.0,0,0,0,False
std-4948,male,group B,associate's degree,1.0,1.0,19.0,79.0,100.0,73.0,271.0,B,67.75,0,34.5,1.0,4.0,0,1,1,False
std-4949,male,group D,master's degree,1.0,1.0,54.0,75.0,41.0,83.0,253.0,B,63.25,0,19.224550276491083,1.0,6.0,0,1,1,False
std-4950,male,group A,bachelor's degree,1.0,1.0,28.0,59.0,95.0,45.0,227.0,C,56.75,0,28.476598579652496,1.0,5.0,0,0,0,False
std-4951,male,group C,bachelor's degree,1.0,0.0,63.0,64.0,58.0,15.0,200.0,C,50.0,0,23.480488353808433,0.5,5.0,0,0,0,False
std-4952,male,group D,associate's degree,1.0,1.0,100.0,100.0,76.0,65.0,341.0,A,85.25,0,17.613914953808536,1.0,4.0,0,1,0,False
std-4953,male,group E,some high school,1.0,0.0,10.0,94.0,63.0,68.0,235.0,C,58.75,0,35.226647110769235,0.5,1.0,0,0,1,False
std-4954,male,group C,associate's degree,1.0,0.0,100.0,63.0,49.0,57.0,269.0,B,67.25,0,22.573952541221782,0.5,4.0,0,1,0,False
std-4955,male,group D,master's degree,1.0,1.0,92.0,97.0,38.0,51.0,278.0,B,69.5,0,29.422213830143146,1.0,6.0,0,1,0,False
std-4956,male,group C,high school,1.0,1.0,85.0,73.0,78.0,85.0,321.0,A,80.25,0,5.852349955359813,1.0,2.0,0,1,1,False
std-4957,male,group C,some high school,0.0,0.0,67.0,80.0,82.0,49.0,278.0,B,69.5,0,15.198684153570664,0.0,1.0,0,1,0,False
std-4958,male,group D,bachelor's degree,0.0,1.0,72.0,64.0,87.0,71.0,294.0,B,73.5,0,9.678154093971983,0.5,5.0,0,1,0,False
std-4959,male,group B,some high school,0.0,1.0,90.0,83.0,91.0,100.0,364.0,A,91.0,0,6.97614984548545,0.5,1.0,0,1,1,False
std-4960,male,group A,associate's degree,1.0,0.0,0.0,91.0,64.0,60.0,215.0,C,53.75,0,38.38728087965249,0.5,4.0,0,0,1,False
std-4961,male,group B,some college,1.0,1.0,70.0,41.0,57.0,62.0,230.0,C,57.5,0,12.233832869001711,1.0,3.0,0,0,1,False
std-4962,male,group B,some high school,0.0,0.0,50.0,41.0,55.0,44.0,190.0,D,47.5,1,6.244997998398398,0.0,1.0,0,0,0,False
std-4963,male,group E,high school,0.0,0.0,42.0,35.0,39.0,60.0,176.0,D,44.0,1,11.045361017187261,0.0,2.0,0,0,1,False
std-4964,male,group E,some college,0.0,0.0,26.0,63.0,31.0,31.0,151.0,D,37.75,1,16.99754884289693,0.0,3.0,0,0,0,True
std-4965,male,group D,some college,1.0,0.0,36.0,84.0,86.0,21.0,227.0,C,56.75,0,33.20015060206806,0.5,3.0,0,0,0,False
std-4966,male,group D,some college,0.0,0.0,28.0,80.0,83.0,59.0,250.0,B,62.5,0,25.357444666211933,0.0,3.0,0,1,0,False
std-4967,male,group C,high school,1.0,0.0,18.0,52.0,65.0,59.0,194.0,D,48.5,1,21.01586702153082,0.5,2.0,0,0,1,False
std-4968,male,group C,some college,0.0,0.0,49.0,87.0,58.0,74.0,268.0,B,67.0,0,16.87206764645835,0.0,3.0,0,1,1,False
std-4969,male,group D,high school,1.0,1.0,62.0,88.0,92.0,43.0,285.0,B,71.25,0,23.05609102457165,1.0,2.0,0,1,0,False
std-4970,male,group D,some high school,1.0,1.0,49.0,86.0,60.0,64.0,259.0,B,64.75,0,15.521490478258416,1.0,1.0,0,1,0,False
std-4971,male,group D,bachelor's degree,1.0,0.0,23.0,83.0,51.0,53.0,210.0,C,52.5,0,24.515301344262525,0.5,5.0,0,0,1,False
std-4972,male,group A,some college,0.0,0.0,98.0,100.0,59.0,78.0,335.0,A,83.75,0,19.259196937221102,0.0,3.0,0,1,0,False
std-4973,male,group C,some high school,0.0,0.0,32.0,97.0,64.0,62.0,255.0,B,63.75,0,26.562818625539975,0.0,1.0,0,1,0,False
std-4974,male,group C,master's degree,1.0,0.0,82.0,51.0,79.0,61.0,273.0,B,68.25,0,14.773286702694158,0.5,6.0,0,1,0,False
std-4975,male,group C,associate's degree,1.0,1.0,52.0,47.0,100.0,56.0,255.0,B,63.75,0,24.4455176532086,1.0,4.0,0,1,0,False
std-4976,male,group B,some college,1.0,0.0,38.0,55.0,67.0,9.0,169.0,D,42.25,1,25.157835094989128,0.5,3.0,0,0,0,True
std-4977,male,group B,some college,1.0,1.0,42.0,79.0,69.0,44.0,234.0,C,58.5,0,18.375708603116962,1.0,3.0,0,0,0,False
std-4978,male,group D,some high school,1.0,1.0,49.0,46.0,58.0,87.0,240.0,C,60.0,0,18.708286933869708,1.0,1.0,0,0,1,False
std-4979,male,group C,high school,1.0,0.0,16.0,39.0,48.0,66.0,169.0,D,42.25,1,20.79062288629179,0.5,2.0,0,0,1,False
std-4980,male,group C,some high school,1.0,0.0,42.0,60.0,51.0,96.0,249.0,C,62.25,0,23.66960075708925,0.5,1.0,0,0,1,False
std-4981,male,group C,some college,1.0,0.0,68.0,98.0,77.0,91.0,334.0,A,83.5,0,13.527749258468683,0.5,3.0,0,1,1,False
std-4982,male,group C,high school,1.0,0.0,29.0,64.0,85.0,42.0,220.0,C,55.0,0,24.67117075995111,0.5,2.0,0,0,0,False
std-4983,male,group B,some high school,0.0,0.0,82.0,52.0,65.0,50.0,249.0,C,62.25,0,14.750706197783662,0.0,1.0,0,0,0,False
std-4984,male,group D,high school,1.0,1.0,64.0,100.0,78.0,17.0,259.0,B,64.75,0,35.11291310425079,1.0,2.0,0,1,0,False
std-4985,male,group D,high school,1.0,0.0,16.0,91.0,36.0,99.0,242.0,C,60.5,0,40.796241656963126,0.5,2.0,0,0,1,False
std-4986,male,group C,some high school,1.0,0.0,86.0,73.0,93.0,52.0,304.0,B,76.0,0,18.01850900231944,0.5,1.0,0,1,0,False
std-4987,male,group C,some college,1.0,1.0,19.0,55.0,83.0,79.0,236.0,C,59.0,0,29.393876913398138,1.0,3.0,0,0,1,False
std-4988,male,group C,high school,1.0,0.0,54.0,75.0,58.0,53.0,240.0,C,60.0,0,10.23067283548187,0.5,2.0,0,0,0,False
std-4989,male,group A,bachelor's degree,1.0,1.0,45.0,57.0,95.0,46.0,243.0,C,60.75,0,23.471614061812335,1.0,5.0,0,0,0,False
std-4990,male,group E,some high school,1.0,0.0,19.0,54.0,97.0,9.0,179.0,D,44.75,1,39.819383889424174,0.5,1.0,0,0,0,True
std-4991,male,group C,high school,1.0,1.0,48.0,86.0,34.0,45.0,213.0,C,53.25,0,22.647663602823727,1.0,2.0,0,0,0,False
std-4992,male,group D,high school,0.0,1.0,9.0,100.0,92.0,27.0,228.0,C,57.0,0,45.745673748089736,0.5,2.0,0,0,0,False
std-4993,male,group B,associate's degree,1.0,0.0,20.0,58.0,73.0,44.0,195.0,D,48.75,1,22.52961014605742,0.5,4.0,0,0,0,False
std-4994,male,group C,some college,1.0,0.0,59.0,57.0,56.0,85.0,257.0,B,64.25,0,13.889444433333777,0.5,3.0,0,1,1,False
std-4995,male,group B,associate's degree,1.0,1.0,40.0,100.0,94.0,94.0,328.0,A,82.0,0,28.142494558940577,1.0,4.0,0,1,1,False
std-4996,male,group E,master's degree,0.0,0.0,33.0,60.0,100.0,70.0,263.0,B,65.75,0,27.669176592976765,0.0,6.0,0,1,1,False
std-4997,male,group E,some college,1.0,0.0,76.0,100.0,56.0,88.0,320.0,A,80.0,0,18.76166303929372,0.5,3.0,0,1,1,False
std-4998,male,group D,bachelor's degree,0.0,1.0,53.0,62.0,76.0,43.0,234.0,C,58.5,0,14.011899704655802,0.5,5.0,0,0,0,False
std-4999,male,group C,associate's degree,0.0,0.0,58.0,68.0,29.0,46.0,201.0,C,50.25,0,16.78044496827582,0.0,4.0,0,0,0,False
std-5000,male,group A,high school,0.0,0.0,37.0,80.0,75.0,65.0,257.0,B,64.25,0,19.207203509794617,0.0,2.0,0,1,1,False
std-5001,female,group A,associate's degree,1.0,1.0,70.0,66.0,59.0,51.0,246.0,C,61.5,0,8.34665601703261,1.0,4.0,1,0,0,False
std-5002,female,group B,associate's degree,0.0,1.0,56.0,65.0,85.0,46.0,252.0,B,63.0,0,16.593171286204857,0.5,4.0,1,1,0,False
std-5003,female,group A,some high school,1.0,1.0,64.0,44.0,70.0,90.0,268.0,B,67.0,0,18.93849694845572,1.0,1.0,1,1,1,False
std-5004,female,group B,some high school,1.0,0.0,74.0,100.0,84.0,72.0,330.0,A,82.5,0,12.793227374930325,0.5,1.0,1,1,0,False
std-5005,female,group B,bachelor's degree,1.0,0.0,65.0,50.0,39.0,93.0,247.0,C,61.75,0,23.400498570187203,0.5,5.0,1,0,1,False
std-5006,female,group A,some high school,1.0,1.0,80.0,87.0,68.0,88.0,323.0,A,80.75,0,9.215023964519391,1.0,1.0,1,1,1,False
std-5007,female,group D,associate's degree,0.0,0.0,92.0,69.0,74.0,73.0,308.0,B,77.0,0,10.23067283548187,0.0,4.0,1,1,0,False
std-5008,female,group B,master's degree,1.0,1.0,66.0,95.0,42.0,80.0,283.0,B,70.75,0,22.52961014605742,1.0,6.0,1,1,1,False
std-5009,female,group B,some high school,1.0,1.0,77.0,41.0,81.0,60.0,259.0,B,64.75,0,18.264263832230778,1.0,1.0,1,1,0,False
std-5010,female,group B,some high school,1.0,1.0,51.0,46.0,100.0,63.0,260.0,B,65.0,0,24.399453545793467,1.0,1.0,1,1,0,False
std-5011,female,group D,some college,0.0,0.0,53.0,87.0,100.0,68.0,308.0,B,77.0,0,20.704266871026046,0.0,3.0,1,1,0,False
std-5012,female,group B,some college,0.0,0.0,27.0,100.0,70.0,34.0,231.0,C,57.75,0,33.88583774971485,0.0,3.0,1,0,0,False
std-5013,female,group D,high school,1.0,0.0,57.0,51.0,97.0,83.0,288.0,B,72.0,0,21.694853460363973,0.5,2.0,1,1,1,False
std-5014,female,group A,bachelor's degree,1.0,0.0,60.0,70.0,80.0,85.0,295.0,B,73.75,0,11.086778913041726,0.5,5.0,1,1,1,False
std-5015,female,group D,high school,0.0,0.0,56.0,66.0,87.0,74.0,283.0,B,70.75,0,13.098982148752373,0.0,2.0,1,1,1,False
std-5016,female,group B,high school,1.0,1.0,61.0,85.0,100.0,62.0,308.0,B,77.0,0,18.920887928424502,1.0,2.0,1,1,0,False
std-5017,female,group E,some college,1.0,0.0,56.0,61.0,87.0,91.0,295.0,B,73.75,0,17.802153427792568,0.5,3.0,1,1,1,False
std-5018,female,group D,master's degree,1.0,0.0,61.0,96.0,56.0,70.0,283.0,B,70.75,0,17.802153427792568,0.5,6.0,1,1,0,False
std-5019,female,group D,high school,1.0,1.0,59.0,69.0,100.0,60.0,288.0,B,72.0,0,19.200694431886227,1.0,2.0,1,1,0,False
std-5020,female,group E,bachelor's degree,0.0,1.0,87.0,100.0,40.0,45.0,272.0,B,68.0,0,29.988886830513287,0.5,5.0,1,1,0,False
std-5021,female,group C,some college,1.0,0.0,78.0,84.0,79.0,55.0,296.0,B,74.0,0,12.935738607954837,0.5,3.0,1,1,0,False
std-5022,female,group C,bachelor's degree,1.0,1.0,64.0,82.0,80.0,79.0,305.0,B,76.25,0,8.261355820929152,1.0,5.0,1,1,1,False
std-5023,female,group C,high school,0.0,0.0,57.0,59.0,100.0,60.0,276.0,B,69.0,0,20.704266871026046,0.0,2.0,1,1,0,False
std-5024,female,group B,some college,1.0,1.0,37.0,54.0,76.0,51.0,218.0,C,54.5,0,16.13484841370793,1.0,3.0,1,0,0,False
std-5025,female,group D,associate's degree,1.0,0.0,58.0,57.0,97.0,78.0,290.0,B,72.5,0,18.98244803320513,0.5,4.0,1,1,1,False
std-5026,female,group D,associate's degree,1.0,1.0,98.0,55.0,55.0,80.0,288.0,B,72.0,0,20.960279896349984,1.0,4.0,1,1,1,False
std-5027,female,group C,high school,1.0,1.0,74.0,60.0,89.0,79.0,302.0,B,75.5,0,12.069244660154448,1.0,2.0,1,1,1,False
std-5028,female,group C,associate's degree,1.0,1.0,40.0,60.0,99.0,59.0,258.0,B,64.5,0,24.77229635432829,1.0,4.0,1,1,0,False
std-5029,female,group C,high school,1.0,1.0,47.0,53.0,100.0,70.0,270.0,B,67.5,0,23.75570107012911,1.0,2.0,1,1,1,False
std-5030,female,group E,some college,1.0,0.0,64.0,76.0,70.0,87.0,297.0,B,74.25,0,9.810708435174291,0.5,3.0,1,1,1,False
std-5031,female,group E,high school,0.0,0.0,27.0,62.0,96.0,65.0,250.0,B,62.5,0,28.219378684395824,0.0,2.0,1,1,1,False
std-5032,female,group A,some college,1.0,0.0,43.0,50.0,94.0,77.0,264.0,B,66.0,0,23.7346441585572,0.5,3.0,1,1,1,False
std-5033,female,group C,some high school,1.0,0.0,70.0,71.0,73.0,94.0,308.0,B,77.0,0,11.40175425099138,0.5,1.0,1,1,1,False
std-5034,female,group D,high school,1.0,1.0,63.0,81.0,94.0,56.0,294.0,B,73.5,0,17.253019059476713,1.0,2.0,1,1,0,False
std-5035,female,group D,associate's degree,0.0,0.0,47.0,47.0,53.0,73.0,220.0,C,55.0,0,12.328828005937952,0.0,4.0,1,0,1,False
std-5036,female,group E,high school,1.0,0.0,90.0,63.0,95.0,74.0,322.0,A,80.5,0,14.708274315273473,0.5,2.0,1,1,0,False
std-5037,female,group C,high school,1.0,1.0,92.0,61.0,96.0,89.0,338.0,A,84.5,0,15.92691642053372,1.0,2.0,1,1,1,False
std-5038,female,group B,some high school,1.0,1.0,100.0,100.0,48.0,68.0,316.0,B,79.0,0,25.58645474986065,1.0,1.0,1,1,0,False
std-5039,female,group C,bachelor's degree,0.0,0.0,27.0,54.0,97.0,94.0,272.0,B,68.0,0,33.635298918447766,0.0,5.0,1,1,1,False
std-5040,female,group D,some college,0.0,0.0,76.0,79.0,68.0,64.0,287.0,B,71.75,0,6.946221994724902,0.0,3.0,1,1,0,False
std-5041,female,group C,high school,0.0,0.0,67.0,97.0,91.0,77.0,332.0,A,83.0,0,13.564659966250536,0.0,2.0,1,1,0,False
std-5042,female,group C,associate's degree,0.0,1.0,82.0,70.0,73.0,70.0,295.0,B,73.75,0,5.678908345800274,0.5,4.0,1,1,0,False
std-5043,female,group B,high school,0.0,1.0,87.0,39.0,72.0,70.0,268.0,B,67.0,0,20.149441679609886,0.5,2.0,1,1,1,False
std-5044,female,group C,some college,1.0,0.0,76.0,65.0,91.0,69.0,301.0,B,75.25,0,11.4418821295566,0.5,3.0,1,1,0,False
std-5045,female,group C,associate's degree,1.0,0.0,83.0,59.0,84.0,68.0,294.0,B,73.5,0,12.12435565298214,0.5,4.0,1,1,0,False
std-5046,female,group C,associate's degree,1.0,1.0,79.0,77.0,88.0,64.0,308.0,B,77.0,0,9.899494936611665,1.0,4.0,1,1,0,False
std-5047,female,group B,some college,1.0,1.0,87.0,94.0,99.0,90.0,370.0,A,92.5,0,5.196152422706632,1.0,3.0,1,1,0,False
std-5048,female,group E,some high school,1.0,0.0,35.0,61.0,88.0,75.0,259.0,B,64.75,0,22.691775308835282,0.5,1.0,1,1,1,False
std-5049,female,group C,associate's degree,1.0,0.0,55.0,71.0,62.0,70.0,258.0,B,64.5,0,7.505553499465135,0.5,4.0,1,1,1,False
std-5050,female,group D,bachelor's degree,1.0,1.0,59.0,51.0,83.0,91.0,284.0,B,71.0,0,19.043809142780933,1.0,5.0,1,1,1,False
std-5051,female,group C,associate's degree,1.0,1.0,77.0,54.0,72.0,80.0,283.0,B,70.75,0,11.644025649805712,1.0,4.0,1,1,1,False
std-5052,female,group E,some high school,1.0,1.0,69.0,90.0,54.0,77.0,290.0,B,72.5,0,15.066519173319364,1.0,1.0,1,1,1,False
std-5053,female,group C,some college,0.0,1.0,39.0,60.0,93.0,60.0,252.0,B,63.0,0,22.315913604421397,0.5,3.0,1,1,0,False
std-5054,female,group C,associate's degree,1.0,0.0,44.0,50.0,100.0,61.0,255.0,B,63.75,0,25.171081290507434,0.5,4.0,1,1,0,False
std-5055,female,group B,some college,1.0,0.0,27.0,100.0,100.0,86.0,313.0,B,78.25,0,34.79822792423009,0.5,3.0,1,1,1,False
std-5056,female,group C,associate's degree,1.0,1.0,47.0,51.0,83.0,62.0,243.0,C,60.75,0,16.132265804901678,1.0,4.0,1,0,1,False
std-5057,female,group D,associate's degree,1.0,0.0,93.0,44.0,100.0,72.0,309.0,B,77.25,0,25.157835094989128,0.5,4.0,1,1,0,False
std-5058,female,group C,some high school,0.0,0.0,58.0,68.0,86.0,66.0,278.0,B,69.5,0,11.818065267490557,0.0,1.0,1,1,0,False
std-5059,female,group C,associate's degree,1.0,1.0,71.0,66.0,76.0,92.0,305.0,B,76.25,0,11.265729744080792,1.0,4.0,1,1,1,False
std-5060,female,group C,some high school,1.0,1.0,49.0,79.0,73.0,88.0,289.0,B,72.25,0,16.680827317612277,1.0,1.0,1,1,1,False
std-5061,female,group C,some college,0.0,0.0,96.0,94.0,64.0,55.0,309.0,B,77.25,0,20.838665984174707,0.0,3.0,1,1,0,False
std-5062,female,group E,some high school,1.0,0.0,41.0,64.0,42.0,73.0,220.0,C,55.0,0,16.020819787597222,0.5,1.0,1,0,1,False
std-5063,female,group A,some high school,1.0,0.0,51.0,82.0,89.0,34.0,256.0,B,64.0,0,25.93581821856921,0.5,1.0,1,1,0,False
std-5064,female,group D,high school,1.0,0.0,55.0,50.0,75.0,62.0,242.0,C,60.5,0,10.847426730181986,0.5,2.0,1,0,1,False
std-5065,female,group C,some high school,0.0,1.0,75.0,70.0,100.0,56.0,301.0,B,75.25,0,18.35528988239267,0.5,1.0,1,1,0,False
std-5066,female,group D,some college,0.0,1.0,51.0,98.0,42.0,91.0,282.0,B,70.5,0,28.101008285587664,0.5,3.0,1,1,1,False
std-5067,female,group C,some college,0.0,1.0,67.0,46.0,71.0,79.0,263.0,B,65.75,0,14.080127840328723,0.5,3.0,1,1,1,False
std-5068,female,group C,associate's degree,1.0,0.0,38.0,99.0,95.0,67.0,299.0,B,74.75,0,28.335784207723396,0.5,4.0,1,1,0,False
std-5069,female,group C,associate's degree,1.0,0.0,59.0,73.0,73.0,70.0,275.0,B,68.75,0,6.652067347825035,0.5,4.0,1,1,1,False
std-5070,female,group E,bachelor's degree,1.0,0.0,30.0,34.0,100.0,56.0,220.0,C,55.0,0,32.103997674225354,0.5,5.0,1,0,1,False
std-5071,female,group C,some college,1.0,0.0,65.0,89.0,100.0,72.0,326.0,A,81.5,0,15.92691642053372,0.5,3.0,1,1,0,False
std-5072,female,group C,high school,1.0,0.0,96.0,69.0,75.0,74.0,314.0,B,78.5,0,11.958260743101398,0.5,2.0,1,1,0,False
std-5073,female,group D,bachelor's degree,1.0,0.0,82.0,23.0,79.0,37.0,221.0,C,55.25,0,29.736341402398512,0.5,5.0,1,0,0,False
std-5074,female,group B,high school,1.0,0.0,79.0,64.0,96.0,94.0,333.0,A,83.25,0,14.908051515875574,0.5,2.0,1,1,1,False
std-5075,female,group C,high school,1.0,1.0,76.0,31.0,89.0,87.0,283.0,B,70.75,0,27.10934648173332,1.0,2.0,1,1,1,False
std-5076,female,group C,high school,0.0,1.0,69.0,75.0,80.0,95.0,319.0,B,79.75,0,11.116804097101529,0.5,2.0,1,1,1,False
std-5077,female,group D,high school,0.0,0.0,67.0,92.0,33.0,78.0,270.0,B,67.5,0,25.17273657484753,0.0,2.0,1,1,1,False
std-5078,female,group B,associate's degree,1.0,0.0,71.0,52.0,70.0,93.0,286.0,B,71.5,0,16.782927833565473,0.5,4.0,1,1,1,False
std-5079,female,group C,some high school,1.0,0.0,30.0,100.0,99.0,76.0,305.0,B,76.25,0,32.76558153510072,0.5,1.0,1,1,0,False
std-5080,female,group D,bachelor's degree,1.0,0.0,50.0,77.0,93.0,46.0,266.0,B,66.5,0,22.397916569776456,0.5,5.0,1,1,0,False
std-5081,female,group C,bachelor's degree,0.0,1.0,39.0,91.0,61.0,66.0,257.0,B,64.25,0,21.344398172198094,0.5,5.0,1,1,1,False
